Annee_scolaire;Academie;Numero_d_etablissement;nom_etablissement;Type_d_etablissement;Secteur_d_enseignement;Nombre_d_eleves;libelle_region;libelle_departement;Code_departement;adresse;code_postal;localite_acheminement;Code_region
2017-2018;RENNES;0350863Y;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;542;BRETAGNE;ILLE-ET-VILAINE;035;6 rue JEAN DE LA MENNAIS;35130;LA GUERCHE DE BRETAGNE;53
2017-2018;RENNES;0350867C;COLLEGE PRIVE ST MICHEL;COLLEGE;Privé;617;BRETAGNE;ILLE-ET-VILAINE;035;15 rue DES ECOLES;35340;LIFFRE;53
2017-2018;RENNES;0350913C;COLLEGE CLOTILDE VAUTIER;COLLEGE;Public;432;BRETAGNE;ILLE-ET-VILAINE;035;8 bis rue DE LA MOTTE BRULON;35704;RENNES CEDEX 7;53
2017-2018;RENNES;0350963G;COLLEGE DES HAUTES OURMES;COLLEGE;Public;440;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue DE POLOGNE;35204;RENNES CEDEX 2;53
2017-2018;RENNES;0350969N;COLLEGE BELLEVUE;COLLEGE;Public;505;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DE BELLEVUE;35602;REDON CEDEX;53
2017-2018;RENNES;0351053E;COLLEGE JEAN MONNET;COLLEGE;Public;603;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ARMAND JOUAULT;35150;JANZE;53
2017-2018;RENNES;0351638R;COLLEGE ANNE DE BRETAGNE;COLLEGE;Public;801;BRETAGNE;ILLE-ET-VILAINE;035;15 rue MARTENOT;35069;RENNES CEDEX;53
2017-2018;RENNES;0351790F;COLLEGE MARTIN LUTHER KING;COLLEGE;Public;775;BRETAGNE;ILLE-ET-VILAINE;035;50 avenue FRANCOIS MITTERRAND;35340;LIFFRE;53
2017-2018;RENNES;0351909K;COLLEGE GERARD DE NERVAL;COLLEGE;Public;700;BRETAGNE;ILLE-ET-VILAINE;035;35 rue DU COLLEGE;35506;VITRE CEDEX;53
2017-2018;RENNES;0351997F;COLLEGE PRIVE JEANNE D'ARC;COLLEGE;Privé;463;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE JEANNE D'ARC;35304;FOUGERES CEDEX;53
2017-2018;RENNES;0352009U;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR ET HELENE BASCH;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1337;BRETAGNE;ILLE-ET-VILAINE;035;15  AVENUE CHARLES TILLON;35083;RENNES CEDEX;53
2017-2018;RENNES;0352071L;COLLEGE PRIVE STE THERESE;COLLEGE;Privé;172;BRETAGNE;ILLE-ET-VILAINE;035;27 rue SULLY PRUDHOMME;35067;RENNES CEDEX;53
2017-2018;RENNES;0352235P;LYCEE GENERAL ET TECHNOLOGIQUE RENE CASSIN;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1024;BRETAGNE;ILLE-ET-VILAINE;035;2 LES BATAILLES;35162;MONTFORT SUR MEU CEDEX;53
2017-2018;RENNES;0352260S;COLLEGE FRANCOIS TRUFFAUT;COLLEGE;Public;543;BRETAGNE;ILLE-ET-VILAINE;035;Rue DE LA RABINE;35830;BETTON;53
2017-2018;RENNES;0352318E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BRITO;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1042;BRETAGNE;ILLE-ET-VILAINE;035;Avenue DU BOIS GREFFIER;35470;BAIN DE BRETAGNE;53
2017-2018;RENNES;0352541X;COLLEGE THEODORE MONOD;COLLEGE;Public;458;BRETAGNE;ILLE-ET-VILAINE;035;Chemin DE SEICHE;35771;VERN SUR SEICHE CEDEX;53
2017-2018;RENNES;0352686E;LYCEE GENERAL ET TECHNOLOGIQUE ANITA CONTI;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1024;BRETAGNE;ILLE-ET-VILAINE;035;Esplanade ANITA CONTI;35174;BRUZ CEDEX;53
2017-2018;RENNES;0352760K;COLLEGE GERMAINE TILLION;COLLEGE;Public;619;BRETAGNE;ILLE-ET-VILAINE;035;-;35520;LA MEZIERE;53
2017-2018;RENNES;0352860U;COLLEGE SIMONE VEIL;COLLEGE;Public;659;BRETAGNE;ILLE-ET-VILAINE;035;2 rue BERNARD PICOULT;35320;CREVIN;53
2015-2016;RENNES;0350005R;LYCEE POLYVALENT YVON BOURGES;LYCEE POLYVALENT;Public;712;BRETAGNE;ILLE-ET-VILAINE;035;33  RUE DES ECOLES;35803;DINARD CEDEX;53
2015-2016;RENNES;0350009V;LYCEE PROFESSIONNEL ALPHONSE PELLE;LYCEE PROFESSIONNEL;Public;142;BRETAGNE;ILLE-ET-VILAINE;035;5  RUE ALPHONSE PELLE;35120;DOL DE BRETAGNE;53
2015-2016;RENNES;0350024L;LYCEE GENERAL EMILE ZOLA;LYCEE D ENSEIGNEMENT GENERAL;Public;1071;BRETAGNE;ILLE-ET-VILAINE;035;2 AVENUE JANVIER;35044;RENNES CEDEX;53
2015-2016;RENNES;0350026N;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MACE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;988;BRETAGNE;ILLE-ET-VILAINE;035;10  RUE JEAN MACE;35704;RENNES CEDEX 7;53
2015-2016;RENNES;0350032V;LP LYCEE DES METIERS LOUIS GUILLOUX;LYCEE PROFESSIONNEL;Public;632;BRETAGNE;ILLE-ET-VILAINE;035;76 AVENUE DES BUTTES DE COESMES;35703;RENNES CEDEX 7;53
2015-2016;RENNES;0350053T;LYCEE GENERAL ET TECHNOLOGIQUE BERTRAND D'ARGENTRE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1406;BRETAGNE;ILLE-ET-VILAINE;035;15 RUE DU COLLEGE;35506;VITRE CEDEX;53
2015-2016;RENNES;0350102W;LP LYCEE DES METIERS BEAUMONT;LYCEE PROFESSIONNEL;Public;311;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE DU LYCEE;35605;REDON CEDEX;53
2015-2016;RENNES;0350707D;COLLEGE FRANCOIS RENE DE CHATEAUBRIAND;COLLEGE;Public;563;BRETAGNE;ILLE-ET-VILAINE;035;12  AVENUE DES ACACIAS;35270;COMBOURG;53
2015-2016;RENNES;0350709F;LP LYCEE DES METIERS LA CHAMPAGNE;LYCEE PROFESSIONNEL;Public;332;BRETAGNE;ILLE-ET-VILAINE;035;2  RUE DU SERGENT HARRIS;35506;VITRE CEDEX;53
2015-2016;RENNES;0350734H;COLLEGE LES CHALAIS;COLLEGE;Public;385;BRETAGNE;ILLE-ET-VILAINE;035;25 AVENUE DU CANADA;35201;RENNES CEDEX 2;53
2015-2016;RENNES;0350761M;LYCEE PROFESSIONNEL JEAN GUEHENNO;LYCEE PROFESSIONNEL;Public;235;BRETAGNE;ILLE-ET-VILAINE;035;3 PROMENADE DU GUE MAHEU;35305;FOUGERES CEDEX;53
2015-2016;RENNES;0350767U;COLLEGE PRIVE ST MAGLOIRE;COLLEGE;Privé;626;BRETAGNE;ILLE-ET-VILAINE;035;2  RUE DU CHANOINE BOURSIER;35120;DOL DE BRETAGNE;53
2015-2016;RENNES;0350776D;LYCEE POLYVALENT PRIVE ST VINCENT-PROVIDENCE;LYCEE POLYVALENT;Privé;937;BRETAGNE;ILLE-ET-VILAINE;035;57 RUE DE PARIS;35064;RENNES CEDEX;53
2015-2016;RENNES;0350783L;LYCEE GEN.ET TECHNOL.PRIVE STE GENEVIEVE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;405;BRETAGNE;ILLE-ET-VILAINE;035;14  RUE GINGUENE;35006;RENNES CEDEX;53
2015-2016;RENNES;0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;LYCEE PROFESSIONNEL;Privé;344;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE VANNES;35601;REDON CEDEX;53
2015-2016;RENNES;0350793X;LYCEE POLYVALENT PRIVE ST ETIENNE;LYCEE POLYVALENT;Privé;771;BRETAGNE;ILLE-ET-VILAINE;035;99  RUE DE LA CHALOTAIS;35512;CESSON SEVIGNE CEDEX;53
2015-2016;RENNES;0350835T;COLLEGE PRIVE LA TOUR D'AUVERGNE;COLLEGE;Privé;362;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE LA SANTE;35000;RENNES;53
2015-2016;RENNES;0350836U;COLLEGE PRIVE STE GENEVIEVE;COLLEGE;Privé;269;BRETAGNE;ILLE-ET-VILAINE;035;14  RUE GINGUENE;35006;RENNES CEDEX;53
2015-2016;RENNES;0350839X;COLLEGE PRIVE SAINT-HELIER;COLLEGE;Privé;493;BRETAGNE;ILLE-ET-VILAINE;035;7  RUE FRERE SALOMON;35000;RENNES;53
2015-2016;RENNES;0350869E;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;103;BRETAGNE;ILLE-ET-VILAINE;035;44 RUE DE GUER;35330;MAURE DE BRETAGNE;53
2015-2016;RENNES;0350870F;COLLEGE PRIVE LA PROVIDENCE;COLLEGE;Privé;287;BRETAGNE;ILLE-ET-VILAINE;035;21 RUE DE RENNES;35360;MONTAUBAN DE BRETAGNE;53
2015-2016;RENNES;0350875L;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;315;BRETAGNE;ILLE-ET-VILAINE;035;19  RUE PASTEUR;35550;PIPRIAC;53
2015-2016;RENNES;0350891D;COLLEGE PRIVE ST JOSEPH - LA SALLE;COLLEGE;Privé;799;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE ST JEAN BAPTISTE DE LA SAL;35190;TINTENIAC;53
2015-2016;RENNES;0350916F;COLLEGE DUGUAY-TROUIN;COLLEGE;Public;637;BRETAGNE;ILLE-ET-VILAINE;035;5 RUE HENRI LEMARIE;35400;ST MALO;53
2015-2016;RENNES;0351795L;COLLEGE LE BOCAGE;COLLEGE;Public;596;BRETAGNE;ILLE-ET-VILAINE;035;27  RUE GOUYON MATIGNON;35802;DINARD CEDEX;53
2015-2016;RENNES;0351909K;COLLEGE GERARD DE NERVAL;COLLEGE;Public;666;BRETAGNE;ILLE-ET-VILAINE;035;35 RUE DU COLLEGE;35506;VITRE CEDEX;53
2015-2016;RENNES;0352009U;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR ET HELENE BASCH;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1403;BRETAGNE;ILLE-ET-VILAINE;035;15 AVENUE CHARLES TILLON;35083;RENNES CEDEX;53
2015-2016;RENNES;0352178C;ECOLE TECHNIQUE PRIVEE ASSOCIATION ODORICO;LYCEE PROFESSIONNEL;Privé;21;BRETAGNE;ILLE-ET-VILAINE;035;6  RUE DU MOULIN DU COMTE;35000;RENNES;53
2015-2016;RENNES;0352247C;COLLEGE EVARISTE GALOIS;COLLEGE;Public;598;BRETAGNE;ILLE-ET-VILAINE;035;RUE DE LA METAIRIE NEUVE;35360;MONTAUBAN DE BRETAGNE;53
2015-2016;RENNES;0352318E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BRITO;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;936;BRETAGNE;ILLE-ET-VILAINE;035;AVENUE DU BOIS GREFFIER;35470;BAIN DE BRETAGNE;53
2015-2016;RENNES;0352860U;COLLEGE CREVIN;COLLEGE;Public;641;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE BERNARD PICOULT;35320;CREVIN;53
2018-2019;RENNES;0350021H;COLLEGE FRANCOIS BRUNE;COLLEGE;Public;291;BRETAGNE;ILLE-ET-VILAINE;035;21 RUE DU MONT ST MICHEL;35610;PLEINE FOUGERES;53
2018-2019;RENNES;0350040D;COLLEGE ANGELE VANNIER;COLLEGE;Public;306;BRETAGNE;ILLE-ET-VILAINE;035;1 boulevard du Collège;35460;MAEN ROCH;53
2018-2019;RENNES;0350041E;COLLEGE DE ROQUEBLEUE;COLLEGE;Public;137;BRETAGNE;ILLE-ET-VILAINE;035;32  RUE JANVIER;35420;ST GEORGES DE REINTEMBAULT;53
2018-2019;RENNES;0350051R;COLLEGE THEOPHILE BRIANT;COLLEGE;Public;622;BRETAGNE;ILLE-ET-VILAINE;035;21 avenue DES TRENTE;35190;TINTENIAC;53
2018-2019;RENNES;0350053T;LYCEE GENERAL ET TECHNOLOGIQUE BERTRAND D'ARGENTRE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1381;BRETAGNE;ILLE-ET-VILAINE;035;15 rue du Collège;35506;VITRE CEDEX;53
2018-2019;RENNES;0350057X;COLLEGE JACQUES PREVERT;COLLEGE;Public;579;BRETAGNE;ILLE-ET-VILAINE;035;Rue RENE CUTTE;35850;ROMILLE;53
2018-2019;RENNES;0350747X;ETAB.REGIONAL ENSEIGNT ADAPTE MAGDA HOLLANDER-LAFON;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;Public;119;BRETAGNE;ILLE-ET-VILAINE;035;26 avenue DU CANADA;35009;RENNES CEDEX;53
2018-2019;RENNES;0350770X;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;940;BRETAGNE;ILLE-ET-VILAINE;035;8 BOULEVARD DE LA CHESNARDIERE;35304;FOUGERES CEDEX;53
2018-2019;RENNES;0350776D;LYCEE POLYVALENT PRIVE ST VINCENT-PROVIDENCE;LYCEE POLYVALENT;Privé;874;BRETAGNE;ILLE-ET-VILAINE;035;57 rue de Paris;35064;RENNES CEDEX;53
2018-2019;RENNES;0350783L;LYCEE GEN.ET TECHNOL.PRIVE ST MARTIN QUARTIER STE GENEVIE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;372;BRETAGNE;ILLE-ET-VILAINE;035;14 D rue GINGUENE;35044;RENNES CEDEX;53
2018-2019;RENNES;0350797B;LYC POLYVAL PRIVE DES METIERS JEANNE D'ARC;LYCEE POLYVALENT;Privé;1178;BRETAGNE;ILLE-ET-VILAINE;035;61  RUE LA FONTAINE;35708;RENNES CEDEX 7;53
2018-2019;RENNES;0350848G;COLLEGE PRIVE ST ANDRE;COLLEGE;Privé;161;BRETAGNE;ILLE-ET-VILAINE;035;7 RUE ABBE JARRY;35560;ANTRAIN;53
2018-2019;RENNES;0350854N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;477;BRETAGNE;ILLE-ET-VILAINE;035;1 rue DU PRIEURE;35221;CHATEAUBOURG CEDEX;53
2018-2019;RENNES;0350881T;COLLEGE PRIVE ST MICHEL;COLLEGE;Privé;465;BRETAGNE;ILLE-ET-VILAINE;035;6 rue des Ecoles;35250;ST AUBIN D AUBIGNE;53
2018-2019;RENNES;0350913C;COLLEGE CLOTILDE VAUTIER;COLLEGE;Public;445;BRETAGNE;ILLE-ET-VILAINE;035;8 bis rue DE LA MOTTE BRULON;35704;RENNES CEDEX 7;53
2018-2019;RENNES;0350963G;COLLEGE DES HAUTES OURMES;COLLEGE;Public;479;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue DE POLOGNE;35204;RENNES CEDEX 2;53
2018-2019;RENNES;0351785A;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;975;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DE LA MERIAIS;35501;VITRE CEDEX;53
2018-2019;RENNES;0351790F;COLLEGE MARTIN LUTHER KING;COLLEGE;Public;738;BRETAGNE;ILLE-ET-VILAINE;035;50 avenue François Mitterrand;35340;LIFFRE;53
2018-2019;RENNES;0351796M;COLLEGE EMILE ZOLA;COLLEGE;Public;557;BRETAGNE;ILLE-ET-VILAINE;035;Avenue JANVIER;35044;RENNES CEDEX;53
2018-2019;RENNES;0351969A;COLLEGE BEAUMONT;COLLEGE;Public;610;BRETAGNE;ILLE-ET-VILAINE;035;10 rue du Lycée;35605;REDON CEDEX;53
2018-2019;RENNES;0352167R;COLLEGE JACQUES BREL;COLLEGE;Public;495;BRETAGNE;ILLE-ET-VILAINE;035;Rue ALAIN FOURNIER;35533;NOYAL SUR VILAINE CEDEX;53
2018-2019;RENNES;0352247C;COLLEGE EVARISTE GALOIS;COLLEGE;Public;634;BRETAGNE;ILLE-ET-VILAINE;035;RUE DE LA METAIRIE NEUVE;35360;MONTAUBAN DE BRETAGNE;53
2018-2019;RENNES;0352274G;COLLEGE FRANCOISE DOLTO;COLLEGE;Public;723;BRETAGNE;ILLE-ET-VILAINE;035;53 avenue LE BRIX;35742;PACE CEDEX;53
2018-2019;RENNES;0352319F;COLLEGE PRIVE ST GABRIEL;COLLEGE;Privé;1004;BRETAGNE;ILLE-ET-VILAINE;035;59 avenue LE BRIX;35742;PACE CEDEX;53
2018-2019;RENNES;0352686E;LYCEE GENERAL ET TECHNOLOGIQUE ANITA CONTI;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1024;BRETAGNE;ILLE-ET-VILAINE;035;Esplanade ANITA CONTI;35174;BRUZ CEDEX;53
2018-2019;RENNES;0352867B;SECTION ENSEIGNT GEN.ET TECHNO LEGTA T. MONOD LE RHEU;SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE;Public;516;BRETAGNE;ILLE-ET-VILAINE;035;55 avenue DE LA BOUVARDIERE;35651;LE RHEU CEDEX;53
2018-2019;RENNES;0352894F;COLLEGE STE PHILOMENE;COLLEGE;Privé;67;BRETAGNE;ILLE-ET-VILAINE;035;Chemin DE LA FOUINARDIERE;35760;ST GREGOIRE;53
2016-2017;RENNES;0350005R;LYCEE POLYVALENT YVON BOURGES;LYCEE POLYVALENT;Public;705;BRETAGNE;ILLE-ET-VILAINE;035;33  RUE DES ECOLES;35803;DINARD CEDEX;53
2016-2017;RENNES;0350011X;LYCEE GENERAL ET TECHNOLOGIQUE JEAN GUEHENNO;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1145;BRETAGNE;ILLE-ET-VILAINE;035;11  RUE DU CHAMP ROSSIGNOL;35305;FOUGERES CEDEX;53
2016-2017;RENNES;0350026N;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MACE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;979;BRETAGNE;ILLE-ET-VILAINE;035;10  RUE JEAN MACE;35704;RENNES CEDEX 7;53
2016-2017;RENNES;0350031U;LYCEE PROFESSIONNEL JEAN JAURES;LYCEE PROFESSIONNEL;Public;417;BRETAGNE;ILLE-ET-VILAINE;035;24  RUE VICTOR RAULT;35205;RENNES CEDEX 2;53
2016-2017;RENNES;0350039C;COLLEGE PIERRE DE DREUX;COLLEGE;Public;476;BRETAGNE;ILLE-ET-VILAINE;035;28 rue DU STADE;35140;ST AUBIN DU CORMIER;53
2016-2017;RENNES;0350048M;LYCEE POLYVALENT JACQUES CARTIER;LYCEE POLYVALENT;Public;1239;BRETAGNE;ILLE-ET-VILAINE;035;31  RUE DE LA BALUE;35418;ST MALO CEDEX;53
2016-2017;RENNES;0350051R;COLLEGE THEOPHILE BRIANT;COLLEGE;Public;573;BRETAGNE;ILLE-ET-VILAINE;035;21 avenue DES TRENTE;35190;TINTENIAC;53
2016-2017;RENNES;0350053T;LYCEE GENERAL ET TECHNOLOGIQUE BERTRAND D'ARGENTRE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1386;BRETAGNE;ILLE-ET-VILAINE;035;15 RUE DU COLLEGE;35506;VITRE CEDEX;53
2016-2017;RENNES;0350057X;COLLEGE JACQUES PREVERT;COLLEGE;Public;564;BRETAGNE;ILLE-ET-VILAINE;035;Rue RENE CUTTE;35850;ROMILLE;53
2016-2017;RENNES;0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;LYCEE PROFESSIONNEL;Public;366;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue GEORGES GRAFF;35205;RENNES CEDEX 2;53
2016-2017;RENNES;0350708E;COLLEGE PAUL FEVAL;COLLEGE;Public;630;BRETAGNE;ILLE-ET-VILAINE;035;Route DE  DINAN;35120;DOL DE BRETAGNE;53
2016-2017;RENNES;0350732F;ETAB.REGIONAL ENSEIGNT ADAPTE JEAN BART;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;Public;107;BRETAGNE;ILLE-ET-VILAINE;035;10  RUE SAINT-PIERRE;35603;REDON CEDEX;53
2016-2017;RENNES;0350775C;COLLEGE PRIVE LE CLEU ST JOSEPH;COLLEGE;Privé;721;BRETAGNE;ILLE-ET-VILAINE;035;22 RUE ST MICHEL;35603;REDON CEDEX;53
2016-2017;RENNES;0350791V;LYC POLYVAL PRIVE DES METIERS MARCEL CALLO;LYCEE POLYVALENT;Privé;896;BRETAGNE;ILLE-ET-VILAINE;035;21 AVENUE ETIENNE GASCON;35603;REDON CEDEX;53
2016-2017;RENNES;0350801F;LYCEE GENERAL PRIVE JEAN PAUL II;LYCEE D ENSEIGNEMENT GENERAL;Privé;703;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ANTOINE DE SAINT EXUPERY;35762;ST GREGOIRE CEDEX;53
2016-2017;RENNES;0350821O;- -;LYCEE PROFESSIONNEL;Privé;71;BRETAGNE;ILLE-ET-VILAINE;035;-;-;-;53
2016-2017;RENNES;0350839X;COLLEGE PRIVE SAINT-HELIER;COLLEGE;Privé;511;BRETAGNE;ILLE-ET-VILAINE;035;7 rue FRERE SALOMON;35000;RENNES;53
2016-2017;RENNES;0350840Y;LYC POLYVAL PRIVE des METIERS STE THERESE;LYCEE POLYVALENT;Privé;317;BRETAGNE;ILLE-ET-VILAINE;035;27  RUE SULLY PRUDHOMME;35067;RENNES CEDEX;53
2016-2017;RENNES;0350853M;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;292;BRETAGNE;ILLE-ET-VILAINE;035;4 RUE DU HOCK;35260;CANCALE;53
2016-2017;RENNES;0350857S;COLLEGE PRIVE ST GILDUIN;COLLEGE;Privé;373;BRETAGNE;ILLE-ET-VILAINE;035;1 SQUARE EMILE BOHUON;35270;COMBOURG;53
2016-2017;RENNES;0350870F;COLLEGE PRIVE LA PROVIDENCE;COLLEGE;Privé;296;BRETAGNE;ILLE-ET-VILAINE;035;21 RUE DE RENNES;35360;MONTAUBAN DE BRETAGNE;53
2016-2017;RENNES;0350875L;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;311;BRETAGNE;ILLE-ET-VILAINE;035;19  RUE PASTEUR;35550;PIPRIAC;53
2016-2017;RENNES;0350885X;COLLEGE PRIVE JULIEN MAUNOIR;COLLEGE;Privé;182;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE LA FIEFFE;35420;ST GEORGES DE REINTEMBAU;53
2016-2017;RENNES;0350896J;COLLEGE JEAN CHARCOT;COLLEGE;Public;290;BRETAGNE;ILLE-ET-VILAINE;035;28 rue LE POMELLEC;35400;ST MALO;53
2016-2017;RENNES;0350970P;COLLEGE LE CHENE VERT;COLLEGE;Public;676;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DU CHENE VERT;35470;BAIN DE BRETAGNE;53
2016-2017;RENNES;0351638R;COLLEGE ANNE DE BRETAGNE;COLLEGE;Public;793;BRETAGNE;ILLE-ET-VILAINE;035;15  RUE MARTENOT;35069;RENNES CEDEX;53
2016-2017;RENNES;0351790F;COLLEGE MARTIN LUTHER KING;COLLEGE;Public;745;BRETAGNE;ILLE-ET-VILAINE;035;50  AVENUE FRANCOIS MITTERRAND;35340;LIFFRE;53
2016-2017;RENNES;0351791G;COLLEGE LOUIS GUILLOUX;COLLEGE;Public;782;BRETAGNE;ILLE-ET-VILAINE;035;Boulevard PASTEUR;35162;MONTFORT SUR MEU CEDEX;53
2016-2017;RENNES;0351795L;COLLEGE LE BOCAGE;COLLEGE;Public;639;BRETAGNE;ILLE-ET-VILAINE;035;27 rue GOUYON MATIGNON;35802;DINARD CEDEX;53
2016-2017;RENNES;0351881E;COLLEGE NOEL DU FAIL;COLLEGE;Public;804;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue DU GENERAL DE GAULLE;35580;GUICHEN;53
2016-2017;RENNES;0352009U;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR ET HELENE BASCH;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1273;BRETAGNE;ILLE-ET-VILAINE;035;15  AVENUE CHARLES TILLON;35083;RENNES CEDEX;53
2016-2017;RENNES;0352069J;COLLEGE PRIVE ST VINCENT-PROVIDENCE;COLLEGE;Privé;847;BRETAGNE;ILLE-ET-VILAINE;035;57  RUE DE PARIS;35064;RENNES CEDEX;53
2016-2017;RENNES;0352183H;COLLEGE MATHURIN MEHEUT;COLLEGE;Public;391;BRETAGNE;ILLE-ET-VILAINE;035;8 place BELLEVUE;35520;MELESSE;53
2016-2017;RENNES;0352318E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BRITO;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;975;BRETAGNE;ILLE-ET-VILAINE;035;AVENUE DU BOIS GREFFIER;35470;BAIN DE BRETAGNE;53
2016-2017;RENNES;0352471W;LYCEE GENERAL PRIVE ST MAGLOIRE;LYCEE D ENSEIGNEMENT GENERAL;Privé;345;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DU CHANOINE BOURSIER;35120;DOL DE BRETAGNE;53
2016-2017;RENNES;0352686E;LYCEE GENERAL ET TECHNOLOGIQUE ANITA CONTI;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;979;BRETAGNE;ILLE-ET-VILAINE;035;Esplanade ANITA CONTI;35174;BRUZ CEDEX;53
2019-2020;RENNES;0350024L;LYCEE GENERAL EMILE ZOLA;LYCEE D ENSEIGNEMENT GENERAL;Public;999;BRETAGNE;ILLE-ET-VILAINE;035;Avenue JANVIER;35044;RENNES CEDEX;53
2019-2020;RENNES;0350032V;LP LYCEE DES METIERS LOUIS GUILLOUX;LYCEE PROFESSIONNEL;Public;641;BRETAGNE;ILLE-ET-VILAINE;035;76 avenue DES BUTTES DE COESMES;35703;RENNES CEDEX 7;53
2019-2020;RENNES;0350039C;COLLEGE PIERRE DE DREUX;COLLEGE;Public;495;BRETAGNE;ILLE-ET-VILAINE;035;28 rue du Stade;35140;ST AUBIN DU CORMIER;53
2019-2020;RENNES;0350042F;LYCEE GENERAL ET TECHNOLOGIQUE MAUPERTUIS;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;560;BRETAGNE;ILLE-ET-VILAINE;035;Rue Pierre de Coubertin;35407;ST MALO CEDEX;53
2019-2020;RENNES;0350044H;COLLEGE CHATEAUBRIAND;COLLEGE;Public;323;BRETAGNE;ILLE-ET-VILAINE;035;26 boulevard VILLEBOIS MAREUIL;35406;ST MALO CEDEX;53
2019-2020;RENNES;0350052S;COLLEGE PIERRE PERRIN;COLLEGE;Public;198;BRETAGNE;ILLE-ET-VILAINE;035;7 rue de la Libération;35460;VAL COUESNON;53
2019-2020;RENNES;0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;LYCEE PROFESSIONNEL;Public;359;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue GEORGES GRAFF;35205;RENNES CEDEX 2;53
2019-2020;RENNES;0350708E;COLLEGE PAUL FEVAL;COLLEGE;Public;663;BRETAGNE;ILLE-ET-VILAINE;035;Route DE  DINAN;35120;DOL DE BRETAGNE;53
2019-2020;RENNES;0350747X;ETAB.REGIONAL ENSEIGNT ADAPTE MAGDA HOLLANDER-LAFON;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;Public;122;BRETAGNE;ILLE-ET-VILAINE;035;26 avenue DU CANADA;35201;RENNES CEDEX 2;53
2019-2020;RENNES;0350760L;COLLEGE CLEUNAY;COLLEGE;Public;477;BRETAGNE;ILLE-ET-VILAINE;035;26 rue ANDREE RECIPON;35000;RENNES;53
