Annee_scolaire;Academie;Numero_d_etablissement;nom_etablissement;Type_d_etablissement;Secteur_d_enseignement;Nombre_d_eleves;libelle_region;libelle_departement;Code_departement;adresse;code_postal;localite_acheminement;Code_region
2017-2018;RENNES;0350777E;LYCEE GEN ET TECHNOL PRIVE ST MARTIN;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;1440;BRETAGNE;ILLE-ET-VILAINE;035;31  RUE D'ANTRAIN;35706;RENNES CEDEX 7;53
2017-2018;RENNES;0350780H;COLLEGE PRIVE IMMACULEE;COLLEGE;Privé;863;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ANTOINE DE SAINT-EXUPERY;35762;ST GREGOIRE CEDEX;53
2017-2018;RENNES;0350851K;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;937;BRETAGNE;ILLE-ET-VILAINE;035;6  RUE DE L'HOTEL DE VILLE;35470;BAIN DE BRETAGNE;53
2017-2018;RENNES;0350852L;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;1222;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue ALPHONSE LEGAULT;35171;BRUZ CEDEX;53
2017-2018;RENNES;0350872H;COLLEGE PRIVE ST LOUIS-MARIE;COLLEGE;Privé;628;BRETAGNE;ILLE-ET-VILAINE;035;11 boulevard CARNOT;35162;MONTFORT SUR MEU CEDEX;53
2017-2018;RENNES;0350891D;COLLEGE PRIVE ST JOSEPH - LA SALLE;COLLEGE;Privé;768;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ST JEAN BAPTISTE DE LA SAL;35190;TINTENIAC;53
2017-2018;RENNES;0350932O;- -;LYCEE D ENSEIGNEMENT GENERAL;Privé;104;BRETAGNE;ILLE-ET-VILAINE;035;-;-;-;53
2017-2018;RENNES;0350967L;COLLEGE MAHATMA GANDHI;COLLEGE;Public;383;BRETAGNE;ILLE-ET-VILAINE;035;17 rue DE ST LO;35300;FOUGERES;53
2017-2018;RENNES;0350970P;COLLEGE LE CHENE VERT;COLLEGE;Public;744;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DU CHENE VERT;35470;BAIN DE BRETAGNE;53
2017-2018;RENNES;0351054F;LYCEE PROFESSIONNEL CHARLES TILLON;LYCEE PROFESSIONNEL;Public;502;BRETAGNE;ILLE-ET-VILAINE;035;9 allee GEORGES PALANTE;35009;RENNES CEDEX;53
2017-2018;RENNES;0351791G;COLLEGE LOUIS GUILLOUX;COLLEGE;Public;796;BRETAGNE;ILLE-ET-VILAINE;035;Boulevard PASTEUR;35162;MONTFORT SUR MEU CEDEX;53
2017-2018;RENNES;0351795L;COLLEGE LE BOCAGE;COLLEGE;Public;677;BRETAGNE;ILLE-ET-VILAINE;035;27 rue GOUYON MATIGNON;35802;DINARD CEDEX;53
2017-2018;RENNES;0351796M;COLLEGE EMILE ZOLA;COLLEGE;Public;577;BRETAGNE;ILLE-ET-VILAINE;035;2 avenue JANVIER;35044;RENNES CEDEX;53
2017-2018;RENNES;0351852Y;COLLEGE DE FONTENAY;COLLEGE;Public;593;BRETAGNE;ILLE-ET-VILAINE;035;Rue ANTOINE CHATEL;35176;CHARTRES DE BRETAGNE CEDEX;53
2017-2018;RENNES;0352248D;COLLEGE VICTOR SEGALEN;COLLEGE;Public;591;BRETAGNE;ILLE-ET-VILAINE;035;34 rue JULES FERRY;35410;CHATEAUGIRON;53
2017-2018;RENNES;0352448W;COLLEGE PIERRE-OLIVIER MALHERBE;COLLEGE;Public;628;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue DES GENETS;35221;CHATEAUBOURG CEDEX;53
2017-2018;RENNES;0352471W;LYCEE GENERAL PRIVE ST MAGLOIRE;LYCEE D ENSEIGNEMENT GENERAL;Privé;360;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DU CHANOINE BOURSIER;35120;DOL DE BRETAGNE;53
2019-2020;RENNES;0350005R;LYCEE POLYVALENT YVON BOURGES;LYCEE POLYVALENT;Public;715;BRETAGNE;ILLE-ET-VILAINE;035;33 rue des Ecoles;35801;DINARD CEDEX;53
2019-2020;RENNES;0350009V;LYCEE PROFESSIONNEL ALPHONSE PELLE;LYCEE PROFESSIONNEL;Public;114;BRETAGNE;ILLE-ET-VILAINE;035;5  RUE ALPHONSE PELLE;35120;DOL DE BRETAGNE;53
2019-2020;RENNES;0350011X;LYCEE GENERAL ET TECHNOLOGIQUE JEAN GUEHENNO;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1252;BRETAGNE;ILLE-ET-VILAINE;035;11  RUE DU CHAMP ROSSIGNOL;35300;FOUGERES;53
2019-2020;RENNES;0350021H;COLLEGE FRANCOIS BRUNE;COLLEGE;Public;269;BRETAGNE;ILLE-ET-VILAINE;035;21 RUE DU MONT ST MICHEL;35610;PLEINE FOUGERES;53
2019-2020;RENNES;0350031U;LP LYCEE DES METIERS JEAN JAURES;LYCEE PROFESSIONNEL;Public;443;BRETAGNE;ILLE-ET-VILAINE;035;24  RUE VICTOR RAULT;35002;RENNES CEDEX;53
2019-2020;RENNES;0350033W;COLLEGE LES ORMEAUX;COLLEGE;Public;568;BRETAGNE;ILLE-ET-VILAINE;035;30 rue DES ORMEAUX;35008;RENNES CEDEX;53
2019-2020;RENNES;0350041E;COLLEGE DE ROQUEBLEUE;COLLEGE;Public;148;BRETAGNE;ILLE-ET-VILAINE;035;32  RUE JANVIER;35420;ST GEORGES DE REINTEMBAULT;53
2019-2020;RENNES;0350053T;LYCEE GENERAL ET TECHNOLOGIQUE BERTRAND D'ARGENTRE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1423;BRETAGNE;ILLE-ET-VILAINE;035;15 rue du Collège;35506;VITRE CEDEX;53
2019-2020;RENNES;0350102W;LP LYCEE DES METIERS BEAUMONT;LYCEE PROFESSIONNEL;Public;338;BRETAGNE;ILLE-ET-VILAINE;035;10 rue du Lycée;35605;REDON CEDEX;53
2019-2020;RENNES;0350761M;LYCEE PROFESSIONNEL JEAN GUEHENNO;LYCEE PROFESSIONNEL;Public;254;BRETAGNE;ILLE-ET-VILAINE;035;3 PROMENADE DU GUE MAHEU;35300;FOUGERES;53
2019-2020;RENNES;0350762N;COLLEGE THERESE PIERRE;COLLEGE;Public;598;BRETAGNE;ILLE-ET-VILAINE;035;26 bis rue DUGUAY-TROUIN;35301;FOUGERES CEDEX;53
2019-2020;RENNES;0350774B;LYCEE GEN ET TECHNOL PRIVE ST SAUVEUR;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;947;BRETAGNE;ILLE-ET-VILAINE;035;16 place ST SAUVEUR;35603;REDON CEDEX;53
2019-2020;RENNES;0350776D;LYCEE POLYVALENT PRIVE ST VINCENT-PROVIDENCE;LYCEE POLYVALENT;Privé;907;BRETAGNE;ILLE-ET-VILAINE;035;57 rue de Paris;35064;RENNES CEDEX;53
2019-2020;RENNES;0350778F;LYCEE GENERAL PRIVE ASSOMPTION;LYCEE D ENSEIGNEMENT GENERAL;Privé;1329;BRETAGNE;ILLE-ET-VILAINE;035;18 boulevard PAUL PAINLEVE;35706;RENNES CEDEX 7;53
2019-2020;RENNES;0350781J;COLLEGE PRIVE NOTRE DAME DU VIEUX COURS;COLLEGE;Privé;444;BRETAGNE;ILLE-ET-VILAINE;035;19 boulevard de la Liberté;35000;RENNES;53
2019-2020;RENNES;0350783L;LYCEE GEN.ET TECHNOL.PRIVE ST MARTIN QUARTIER STE GENEVIE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;365;BRETAGNE;ILLE-ET-VILAINE;035;14 D rue GINGUENE;35044;RENNES CEDEX;53
2019-2020;RENNES;0350791V;LYC POLYVAL PRIVE DES METIERS MARCEL CALLO;LYCEE POLYVALENT;Privé;908;BRETAGNE;ILLE-ET-VILAINE;035;21 avenue ETIENNE GASCON;35603;REDON CEDEX;53
2019-2020;RENNES;0350795Z;LYC POLYVAL PRIVE DES METIERS DE LA SALLE;LYCEE POLYVALENT;Privé;1055;BRETAGNE;ILLE-ET-VILAINE;035;5 rue DE LA MOTTE BRULON;35706;RENNES CEDEX 7;53
2019-2020;RENNES;0350852L;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;1288;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue ALPHONSE LEGAULT;35171;BRUZ CEDEX;53
2019-2020;RENNES;0350854N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;496;BRETAGNE;ILLE-ET-VILAINE;035;1 rue DU PRIEURE;35221;CHATEAUBOURG CEDEX;53
2019-2020;RENNES;0350855P;COLLEGE PRIVE STE CROIX;COLLEGE;Privé;579;BRETAGNE;ILLE-ET-VILAINE;035;3  RUE DU PRIEURE;35410;CHATEAUGIRON;53
2019-2020;RENNES;0350869E;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;173;BRETAGNE;ILLE-ET-VILAINE;035;44 rue DE GUER;35330;VAL D ANAST;53
2019-2020;RENNES;0350877N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;154;BRETAGNE;ILLE-ET-VILAINE;035;12 RUE CASIMIR PIGEON;35610;PLEINE FOUGERES;53
2019-2020;RENNES;0350881T;COLLEGE PRIVE ST MICHEL;COLLEGE;Privé;493;BRETAGNE;ILLE-ET-VILAINE;035;6 rue des Ecoles;35250;ST AUBIN D AUBIGNE;53
2019-2020;RENNES;0350885X;COLLEGE PRIVE JULIEN MAUNOIR;COLLEGE;Privé;171;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE LA FIEFFE;35420;ST GEORGES DE REINTEMBAULT;53
2019-2020;RENNES;0350889B;COLLEGE PRIVE SACRE COEUR;COLLEGE;Privé;339;BRETAGNE;ILLE-ET-VILAINE;035;16 rue JEANNE JUGAN;35403;ST MALO CEDEX;53
2019-2020;RENNES;0350892E;COLLEGE PRIVE STE JEANNE D'ARC;COLLEGE;Privé;410;BRETAGNE;ILLE-ET-VILAINE;035;13 place de la République;35503;VITRE CEDEX;53
2019-2020;RENNES;0350896J;COLLEGE JEAN CHARCOT;COLLEGE;Public;363;BRETAGNE;ILLE-ET-VILAINE;035;28 rue LE POMELLEC;35400;ST MALO;53
2019-2020;RENNES;0350963G;COLLEGE DES HAUTES OURMES;COLLEGE;Public;556;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue DE POLOGNE;35204;RENNES CEDEX 2;53
2019-2020;RENNES;0351795L;COLLEGE LE BOCAGE;COLLEGE;Public;614;BRETAGNE;ILLE-ET-VILAINE;035;27 rue GOUYON MATIGNON;35802;DINARD CEDEX;53
2019-2020;RENNES;0351849V;COLLEGE AMAND BRIONNE;COLLEGE;Public;550;BRETAGNE;ILLE-ET-VILAINE;035;27  RUE DE RENNES;35250;ST AUBIN D AUBIGNE;53
2019-2020;RENNES;0351907H;LYCEE GENERAL ET TECHNOLOGIQUE RENE DESCARTES;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1296;BRETAGNE;ILLE-ET-VILAINE;035;Chemin DE RONDE;35207;RENNES CEDEX 2;53
2019-2020;RENNES;0351997F;COLLEGE PRIVE JEANNE D'ARC;COLLEGE;Privé;471;BRETAGNE;ILLE-ET-VILAINE;035;6 rue Jeanne d'Arc;35304;FOUGERES CEDEX;53
2019-2020;RENNES;0352167R;COLLEGE JACQUES BREL;COLLEGE;Public;548;BRETAGNE;ILLE-ET-VILAINE;035;Rue ALAIN FOURNIER;35533;NOYAL SUR VILAINE CEDEX;53
2019-2020;RENNES;0352247C;COLLEGE EVARISTE GALOIS;COLLEGE;Public;643;BRETAGNE;ILLE-ET-VILAINE;035;9 rue Jean-Zay;35360;MONTAUBAN DE BRETAGNE;53
2019-2020;RENNES;0352319F;COLLEGE PRIVE ST GABRIEL;COLLEGE;Privé;1009;BRETAGNE;ILLE-ET-VILAINE;035;59 avenue LE BRIX;35742;PACE CEDEX;53
2019-2020;RENNES;0352589Z;COLLEGE JEAN MOULIN;COLLEGE;Public;408;BRETAGNE;ILLE-ET-VILAINE;035;PLACE LEOPOLD SEDAR SENGHOR;35136;ST JACQUES DE LA LANDE;53
2019-2020;RENNES;0352686E;LYCEE GENERAL ET TECHNOLOGIQUE ANITA CONTI;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;927;BRETAGNE;ILLE-ET-VILAINE;035;10 esplanade ANITA CONTI;35174;BRUZ CEDEX;53
2019-2020;RENNES;0352867B;SECTION ENSEIGNT GEN.ET TECHNO LEGTA T. MONOD LE RHEU;SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE;Public;513;BRETAGNE;ILLE-ET-VILAINE;035;55 avenue DE LA BOUVARDIERE;35651;LE RHEU CEDEX;53
2017-2018;RENNES;0350002M;COLLEGE PIERRE BROSSOLETTE;COLLEGE;Public;774;BRETAGNE;ILLE-ET-VILAINE;035;18 rue THEODORE BOTREL;35171;BRUZ CEDEX;53
2017-2018;RENNES;0350003N;COLLEGE RENE CASSIN;COLLEGE;Public;429;BRETAGNE;ILLE-ET-VILAINE;035;56 rue DE ST MALO;35260;CANCALE;53
2017-2018;RENNES;0350021H;COLLEGE FRANCOIS BRUNE;COLLEGE;Public;287;BRETAGNE;ILLE-ET-VILAINE;035;21 RUE DU MONT ST MICHEL;35610;PLEINE FOUGERES;53
2017-2018;RENNES;0350022J;LYCEE GENERAL ET TECHNOLOGIQUE BEAUMONT;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;898;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE DU LYCEE;35605;REDON CEDEX;53
2017-2018;RENNES;0350044H;COLLEGE CHATEAUBRIAND;COLLEGE;Public;299;BRETAGNE;ILLE-ET-VILAINE;035;26 boulevard VILLEBOIS MAREUIL;35406;ST MALO CEDEX;53
2017-2018;RENNES;0350050P;LP LYCEE DES METIERS BEL AIR;LYCEE PROFESSIONNEL;Public;313;BRETAGNE;ILLE-ET-VILAINE;035;7 rue ERNEST RENAN;35190;TINTENIAC;53
2017-2018;RENNES;0350057X;COLLEGE JACQUES PREVERT;COLLEGE;Public;598;BRETAGNE;ILLE-ET-VILAINE;035;Rue RENE CUTTE;35850;ROMILLE;53
2017-2018;RENNES;0350708E;COLLEGE PAUL FEVAL;COLLEGE;Public;675;BRETAGNE;ILLE-ET-VILAINE;035;Route DE  DINAN;35120;DOL DE BRETAGNE;53
2017-2018;RENNES;0350774B;LYCEE GEN ET TECHNOL PRIVE ST SAUVEUR;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;930;BRETAGNE;ILLE-ET-VILAINE;035;16 place ST SAUVEUR;35603;REDON CEDEX;53
2017-2018;RENNES;0350776D;LYCEE POLYVALENT PRIVE ST VINCENT-PROVIDENCE;LYCEE POLYVALENT;Privé;869;BRETAGNE;ILLE-ET-VILAINE;035;57 rue DE PARIS;35064;RENNES CEDEX;53
2017-2018;RENNES;0350783L;LYCEE GEN.ET TECHNOL.PRIVE ST MARTIN QUARTIER STE GENEVIE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;380;BRETAGNE;ILLE-ET-VILAINE;035;14 D rue GINGUENE;35044;RENNES CEDEX;53
2017-2018;RENNES;0350785N;COLLEGE PRIVE MOKA STE FAMILLE;COLLEGE;Privé;406;BRETAGNE;ILLE-ET-VILAINE;035;4 avenue ARISTIDE BRIAND;35401;ST MALO CEDEX;53
2017-2018;RENNES;0350795Z;LYC POLYVAL PRIVE DES METIERS DE LA SALLE;LYCEE POLYVALENT;Privé;1062;BRETAGNE;ILLE-ET-VILAINE;035;5 rue DE LA MOTTE BRULON;35706;RENNES CEDEX 7;53
2017-2018;RENNES;0350801F;LYCEE GENERAL PRIVE JEAN PAUL II;LYCEE D ENSEIGNEMENT GENERAL;Privé;677;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ANTOINE DE SAINT EXUPERY;35762;ST GREGOIRE CEDEX;53
2017-2018;RENNES;0350808N;LYC POLYVAL PRIVE DES METIERS STE JEANNE D'ARC;LYCEE POLYVALENT;Privé;1060;BRETAGNE;ILLE-ET-VILAINE;035;13 place DE LA REPUBLIQUE;35503;VITRE CEDEX;53
2017-2018;RENNES;0350835T;COLLEGE PRIVE LA TOUR D'AUVERGNE LA SALLE;COLLEGE;Privé;402;BRETAGNE;ILLE-ET-VILAINE;035;6 rue DE LA SANTE;35000;RENNES;53
2017-2018;RENNES;0350848G;COLLEGE PRIVE ST ANDRE;COLLEGE;Privé;167;BRETAGNE;ILLE-ET-VILAINE;035;7 RUE ABBE JARRY;35560;ANTRAIN;53
2017-2018;RENNES;0350854N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;477;BRETAGNE;ILLE-ET-VILAINE;035;1 rue DU PRIEURE;35221;CHATEAUBOURG CEDEX;53
2017-2018;RENNES;0350868D;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;207;BRETAGNE;ILLE-ET-VILAINE;035;24 rue COURBE;35640;MARTIGNE FERCHAUD;53
2017-2018;RENNES;0350874K;COLLEGE PRIVE ST YVES;COLLEGE;Privé;647;BRETAGNE;ILLE-ET-VILAINE;035;3 RUE JEANNE D'ARC;35310;MORDELLES;53
2017-2018;RENNES;0350875L;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;329;BRETAGNE;ILLE-ET-VILAINE;035;19  RUE PASTEUR;35550;PIPRIAC;53
2017-2018;RENNES;0350882U;COLLEGE PRIVE STE ANNE;COLLEGE;Privé;279;BRETAGNE;ILLE-ET-VILAINE;035;1 rue de la Bouexiere;35140;ST AUBIN DU CORMIER;53
2017-2018;RENNES;0350935O;- -;LYCEE PROFESSIONNEL;Privé;68;BRETAGNE;ILLE-ET-VILAINE;035;-;-;-;53
2017-2018;RENNES;0350937O;- -;COLLEGE;Privé;55;BRETAGNE;ILLE-ET-VILAINE;035;-;-;-;53
2017-2018;RENNES;0350965J;COLLEGE LE LANDRY;COLLEGE;Public;599;BRETAGNE;ILLE-ET-VILAINE;035;29  AVENUE DE CORK;35207;RENNES CEDEX 2;53
2017-2018;RENNES;0351785A;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;961;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DE LA MERIAIS;35501;VITRE CEDEX;53
2017-2018;RENNES;0351799R;COLLEGE DES FONTAINES;COLLEGE;Public;305;BRETAGNE;ILLE-ET-VILAINE;035;8 rue DU 14 JUILLET;35130;LA GUERCHE DE BRETAGNE;53
2017-2018;RENNES;0351847T;COLLEGE GEORGES BRASSENS;COLLEGE;Public;828;BRETAGNE;ILLE-ET-VILAINE;035;Rue GEORGES BRASSENS;35651;LE RHEU CEDEX;53
2017-2018;RENNES;0351850W;COLLEGE CAMILLE GUERIN;COLLEGE;Public;406;BRETAGNE;ILLE-ET-VILAINE;035;3 TER RUE MAURICE;35290;ST MEEN LE GRAND;53
2017-2018;RENNES;0351882F;COLLEGE LA ROCHE AUX FEES;COLLEGE;Public;534;BRETAGNE;ILLE-ET-VILAINE;035;Rue ANATOLE LE BRAZ;35240;RETIERS;53
2017-2018;RENNES;0351907H;LYCEE GENERAL ET TECHNOLOGIQUE RENE DESCARTES;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1308;BRETAGNE;ILLE-ET-VILAINE;035;Chemin DE RONDE;35207;RENNES CEDEX 2;53
2017-2018;RENNES;0351930H;LYCEE POLYVALENT PRIVE LA PROVIDENCE;LYCEE POLYVALENT;Privé;369;BRETAGNE;ILLE-ET-VILAINE;035;21 rue DE RENNES;35360;MONTAUBAN DE BRETAGNE;53
2017-2018;RENNES;0352030S;COLLEGE MORVAN LEBESQUE;COLLEGE;Public;687;BRETAGNE;ILLE-ET-VILAINE;035;34 avenue BEAUSEJOUR;35310;MORDELLES;53
2017-2018;RENNES;0352167R;COLLEGE JACQUES BREL;COLLEGE;Public;509;BRETAGNE;ILLE-ET-VILAINE;035;Rue ALAIN FOURNIER;35533;NOYAL SUR VILAINE CEDEX;53
2017-2018;RENNES;0352247C;COLLEGE EVARISTE GALOIS;COLLEGE;Public;617;BRETAGNE;ILLE-ET-VILAINE;035;RUE DE LA METAIRIE NEUVE;35360;MONTAUBAN DE BRETAGNE;53
2017-2018;RENNES;0352446U;LYCEE PROF PRIVE DES METIERS STE THERESE;LYCEE PROFESSIONNEL;Privé;208;BRETAGNE;ILLE-ET-VILAINE;035;1 rue DU 8 MAI;35130;LA GUERCHE DE BRETAGNE;53
2017-2018;RENNES;0352533N;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS RENE DE CHATEAUBRIAND;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;604;BRETAGNE;ILLE-ET-VILAINE;035;12  AVENUE DES ACACIAS;35270;COMBOURG;53
2017-2018;RENNES;0352589Z;COLLEGE JEAN MOULIN;COLLEGE;Public;383;BRETAGNE;ILLE-ET-VILAINE;035;PLACE LEOPOLD SEDAR SENGHOR;35136;ST JACQUES DE LA LANDE;53
2016-2017;RENNES;0350017D;COLLEGE DU QUERPON;COLLEGE;Public;497;BRETAGNE;ILLE-ET-VILAINE;035;Route DE CAMPEL;35330;MAURE DE BRETAGNE;53
2016-2017;RENNES;0350024L;LYCEE GENERAL EMILE ZOLA;LYCEE D ENSEIGNEMENT GENERAL;Public;1056;BRETAGNE;ILLE-ET-VILAINE;035;2  AVENUE JANVIER;35044;RENNES CEDEX;53
2016-2017;RENNES;0350032V;LP LYCEE DES METIERS LOUIS GUILLOUX;LYCEE PROFESSIONNEL;Public;639;BRETAGNE;ILLE-ET-VILAINE;035;76  AVENUE DES BUTTES DE COESMES;35703;RENNES CEDEX 7;53
2016-2017;RENNES;0350033W;COLLEGE LES ORMEAUX;COLLEGE;Public;514;BRETAGNE;ILLE-ET-VILAINE;035;30  RUE DES ORMEAUX;35008;RENNES CEDEX;53
2016-2017;RENNES;0350042F;LYCEE GENERAL ET TECHNOLOGIQUE MAUPERTUIS;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;694;BRETAGNE;ILLE-ET-VILAINE;035;RUE PIERRE DE COUBERTIN;35407;ST MALO CEDEX;53
2016-2017;RENNES;0350707D;COLLEGE FRANCOIS RENE DE CHATEAUBRIAND;COLLEGE;Public;563;BRETAGNE;ILLE-ET-VILAINE;035;12 avenue DES ACACIAS;35270;COMBOURG;53
2016-2017;RENNES;0350734H;COLLEGE LES CHALAIS;COLLEGE;Public;386;BRETAGNE;ILLE-ET-VILAINE;035;25 avenue DU CANADA;35201;RENNES CEDEX 2;53
2016-2017;RENNES;0350762N;COLLEGE THERESE PIERRE;COLLEGE;Public;562;BRETAGNE;ILLE-ET-VILAINE;035;26 bis rue DUGUAY-TROUIN;35301;FOUGERES CEDEX;53
2016-2017;RENNES;0350778F;LYCEE GENERAL PRIVE ASSOMPTION;LYCEE D ENSEIGNEMENT GENERAL;Privé;1360;BRETAGNE;ILLE-ET-VILAINE;035;18  BOULEVARD PAINLEVE;35702;RENNES CEDEX 7;53
2016-2017;RENNES;0350780H;COLLEGE PRIVE IMMACULEE;COLLEGE;Privé;873;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ANTOINE DE SAINT-EXUPERY;35762;ST GREGOIRE CEDEX;53
2016-2017;RENNES;0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;LYCEE PROFESSIONNEL;Privé;355;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE VANNES;35601;REDON CEDEX;53
2016-2017;RENNES;0350805K;ECOLE TECHNIQUE PRIVEE CHANTAL LE COZIC;LYCEE PROFESSIONNEL;Privé;226;BRETAGNE;ILLE-ET-VILAINE;035;52  BOULEVARD VILLEBOIS MAREUIL;35000;RENNES;53
2016-2017;RENNES;0350869E;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;122;BRETAGNE;ILLE-ET-VILAINE;035;44 rue DE GUER;35330;MAURE DE BRETAGNE;53
2016-2017;RENNES;0350887Z;COLLEGE PRIVE NOTRE DAME;COLLEGE;Privé;247;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE DE LA CHAPELLE;35290;ST MEEN LE GRAND;53
2016-2017;RENNES;0350891D;COLLEGE PRIVE ST JOSEPH - LA SALLE;COLLEGE;Privé;795;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ST JEAN BAPTISTE DE LA SAL;35190;TINTENIAC;53
2016-2017;RENNES;0350892E;COLLEGE PRIVE STE JEANNE D'ARC;COLLEGE;Privé;424;BRETAGNE;ILLE-ET-VILAINE;035;13 place DE LA REPUBLIQUE;35503;VITRE CEDEX;53
2016-2017;RENNES;0350963G;COLLEGE DES HAUTES OURMES;COLLEGE;Public;437;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue DE POLOGNE;35204;RENNES CEDEX 2;53
2016-2017;RENNES;0351850W;COLLEGE CAMILLE GUERIN;COLLEGE;Public;425;BRETAGNE;ILLE-ET-VILAINE;035;3 TER RUE MAURICE;35290;ST MEEN LE GRAND;53
2016-2017;RENNES;0351909K;COLLEGE GERARD DE NERVAL;COLLEGE;Public;682;BRETAGNE;ILLE-ET-VILAINE;035;35 rue DU COLLEGE;35506;VITRE CEDEX;53
2016-2017;RENNES;0351930H;LYCEE POLYVALENT PRIVE LA PROVIDENCE;LYCEE POLYVALENT;Privé;357;BRETAGNE;ILLE-ET-VILAINE;035;21 RUE DE RENNES;35360;MONTAUBAN DE BRETAGNE;53
2016-2017;RENNES;0352178C;ECOLE TECHNIQUE PRIVEE ASSOCIATION ODORICO;LYCEE PROFESSIONNEL;Privé;13;BRETAGNE;ILLE-ET-VILAINE;035;6  RUE DU MOULIN DU COMTE;35000;RENNES;53
2016-2017;RENNES;0352247C;COLLEGE EVARISTE GALOIS;COLLEGE;Public;591;BRETAGNE;ILLE-ET-VILAINE;035;RUE DE LA METAIRIE NEUVE;35360;MONTAUBAN DE BRETAGNE;53
2016-2017;RENNES;0352319F;COLLEGE PRIVE ST GABRIEL;COLLEGE;Privé;943;BRETAGNE;ILLE-ET-VILAINE;035;59 AVENUE LE BRIX;35742;PACE CEDEX;53
2016-2017;RENNES;0352446U;LYCEE PROF PRIVE DES METIERS STE THERESE;LYCEE PROFESSIONNEL;Privé;204;BRETAGNE;ILLE-ET-VILAINE;035;1 rue DU 8 MAI;35130;LA GUERCHE DE BRETAGNE;53
2018-2019;RENNES;0350003N;COLLEGE RENE CASSIN;COLLEGE;Public;405;BRETAGNE;ILLE-ET-VILAINE;035;56 rue DE ST MALO;35260;CANCALE;53
2018-2019;RENNES;0350005R;LYCEE POLYVALENT YVON BOURGES;LYCEE POLYVALENT;Public;715;BRETAGNE;ILLE-ET-VILAINE;035;33 rue des Ecoles;35801;DINARD CEDEX;53
2018-2019;RENNES;0350017D;COLLEGE DU QUERPON;COLLEGE;Public;499;BRETAGNE;ILLE-ET-VILAINE;035;1 rue du Querpon;35330;VAL D ANAST;53
2018-2019;RENNES;0350026N;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MACE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;995;BRETAGNE;ILLE-ET-VILAINE;035;10 rue JEAN MACE;35704;RENNES CEDEX 7;53
2018-2019;RENNES;0350027P;COLLEGE LES GAYEULLES;COLLEGE;Public;586;BRETAGNE;ILLE-ET-VILAINE;035;140 boulevard DE VITRE;35703;RENNES CEDEX 7;53
2018-2019;RENNES;0350039C;COLLEGE PIERRE DE DREUX;COLLEGE;Public;522;BRETAGNE;ILLE-ET-VILAINE;035;28 rue du Stade;35140;ST AUBIN DU CORMIER;53
